object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of bkgrd,Probability of cystanoid,Diameter,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Size in pixels,Radii of the object_0,Radii of the object_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,cystanoid,0.12,0.88,690.8133,255.0,255.0,255.0,990.1933,994.20715,1158.4908,157.25311,153.08926,150.33676,183124.0,122.07288,119.87839,0.0,0.0,0.0,233.0,87.0,716.0,574.0,471.2759,335.38074
