object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of bkgrd,Probability of cystanoid,Diameter,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Size in pixels,Radii of the object_0,Radii of the object_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,cystanoid,0.15,0.85,610.41125,255.0,255.0,255.0,1245.9137,1292.8335,1512.8539,162.86739,156.65025,150.86415,175322.0,127.60472,111.24166,7.0,16.0,0.0,270.0,143.0,751.0,629.0,533.39746,381.89505
