object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of bkgrd,Probability of cystanoid,Diameter,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Size in pixels,Radii of the object_0,Radii of the object_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Center of the object_0,Center of the object_1
0,0,1,0,cystanoid,0.13,0.87,735.2397,255.0,255.0,255.0,1778.9054,1952.3135,2335.7456,155.93678,150.36224,145.53925,163655.0,173.83093,82.70139,9.0,4.0,0.0,414.0,28.0,801.0,684.0,600.2747,365.93637
